record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
474,12,11,1977,8,PF,F,15.0,6.0
477,12,11,1977,17,DS,F,47.0,115.0
479,12,11,1977,14,DM,F,36.0,40.0
480,12,11,1977,14,DS,F,47.0,114.0
481,12,11,1977,17,DM,F,35.0,37.0
482,12,11,1977,17,DM,M,37.0,46.0
483,12,11,1977,8,DS,M,49.0,149.0
484,12,11,1977,11,DM,F,37.0,38.0
485,12,11,1977,11,DS,M,52.0,127.0
487,12,11,1977,12,DM,F,38.0,36.0
488,12,11,1977,12,DM,M,37.0,41.0
490,12,11,1977,14,DM,M,37.0,44.0
491,12,11,1977,11,DS,M,48.0,138.0
492,12,11,1977,12,DS,M,49.0,110.0
493,12,11,1977,4,DS,F,49.0,110.0
496,12,11,1977,17,DM,F,36.0,37.0
498,12,11,1977,3,PF,M,16.0,7.0
499,12,11,1977,11,DS,F,51.0,121.0
502,12,11,1977,5,DM,F,36.0,43.0
505,1,8,1978,13,DM,M,36.0,43.0
507,1,8,1978,2,DM,M,35.0,44.0
508,1,8,1978,20,DM,F,36.0,36.0
510,1,8,1978,13,PF,F,16.0,8.0
511,1,8,1978,2,DM,M,36.0,38.0
512,1,8,1978,9,DS,F,48.0,122.0
514,1,8,1978,9,PF,M,16.0,7.0
516,1,8,1978,9,DM,M,38.0,46.0
517,1,8,1978,2,PE,M,26.0,22.0
518,1,8,1978,2,DM,M,36.0,38.0
519,1,8,1978,2,DM,M,38.0,48.0
520,1,8,1978,3,PF,M,15.0,7.0
521,1,8,1978,2,DM,M,36.0,43.0
522,1,8,1978,2,DM,F,37.0,35.0
523,1,8,1978,2,DM,M,36.0,43.0
525,1,8,1978,6,DM,M,34.0,36.0
526,1,8,1978,9,DS,F,51.0,117.0
527,1,8,1978,2,DM,F,37.0,37.0
528,1,8,1978,20,DS,M,51.0,122.0
529,1,8,1978,9,DM,M,36.0,43.0
530,1,8,1978,13,DM,M,37.0,42.0
538,1,9,1978,17,DM,M,36.0,40.0
539,1,9,1978,17,DM,F,34.0,37.0
540,1,9,1978,17,DS,F,47.0,117.0
541,1,9,1978,11,DM,M,36.0,40.0
542,1,9,1978,1,DM,M,36.0,40.0
543,1,9,1978,4,DS,M,49.0,132.0
545,1,9,1978,1,DM,F,38.0,36.0
548,1,9,1978,8,DS,M,53.0,150.0
549,1,9,1978,11,DM,M,38.0,44.0
550,1,9,1978,14,DM,F,36.0,40.0
551,1,9,1978,4,DS,F,50.0,126.0
552,1,9,1978,11,DS,F,51.0,122.0
553,1,9,1978,8,DS,F,50.0,136.0
555,1,9,1978,14,DS,F,48.0,116.0
556,1,9,1978,17,DM,F,36.0,38.0
557,1,9,1978,11,DM,F,37.0,39.0
558,1,9,1978,1,DS,F,49.0,135.0
559,1,9,1978,14,DM,M,36.0,46.0
560,1,9,1978,17,DS,M,50.0,133.0
561,1,9,1978,11,DS,M,53.0,136.0
564,1,10,1978,18,DS,F,51.0,141.0
566,1,10,1978,18,DM,F,36.0,38.0
567,1,10,1978,12,DM,F,36.0,35.0
572,1,10,1978,18,DM,M,38.0,51.0
574,1,10,1978,18,DM,F,34.0,33.0
575,1,10,1978,18,DM,M,38.0,47.0
576,1,10,1978,18,DM,M,36.0,49.0
585,2,18,1978,2,DS,M,53.0,157.0
586,2,18,1978,13,DM,M,35.0,51.0
589,2,18,1978,20,DM,F,39.0,38.0
590,2,18,1978,2,PF,F,16.0,7.0
592,2,18,1978,22,DM,M,39.0,45.0
593,2,18,1978,2,DM,M,38.0,52.0
594,2,18,1978,9,DM,M,38.0,50.0
595,2,18,1978,2,DM,M,37.0,51.0
597,2,18,1978,20,DM,F,33.0,39.0
599,2,18,1978,3,OT,F,15.0,23.0
600,2,18,1978,2,DM,F,37.0,40.0
601,2,18,1978,2,DM,M,36.0,41.0
602,2,18,1978,13,DM,M,37.0,46.0
604,2,18,1978,2,PE,M,22.0,25.0
607,2,19,1978,5,DM,F,36.0,39.0
608,2,19,1978,17,DM,F,34.0,42.0
610,2,19,1978,17,DM,M,37.0,39.0
611,2,19,1978,21,OT,F,20.0,23.0
614,2,19,1978,4,DS,F,49.0,124.0
615,2,19,1978,5,DS,F,49.0,114.0
616,2,19,1978,11,DM,M,36.0,44.0
617,2,19,1978,11,DM,M,38.0,48.0
619,2,19,1978,14,DM,F,39.0,44.0
620,2,19,1978,8,DS,F,49.0,132.0
622,2,19,1978,17,DS,F,46.0,137.0
624,2,19,1978,4,DM,M,35.0,39.0
625,2,19,1978,5,DM,F,35.0,56.0
626,2,19,1978,17,OL,F,20.0,35.0
630,2,19,1978,5,OT,F,18.0,22.0
631,2,19,1978,5,OT,M,20.0,25.0
633,2,19,1978,8,DS,M,55.0,154.0
635,2,20,1978,15,DM,M,38.0,49.0
636,2,20,1978,18,DM,F,36.0,44.0
637,2,20,1978,18,DM,F,38.0,35.0
638,2,20,1978,12,DM,F,37.0,36.0
639,2,20,1978,1,DM,F,35.0,39.0
640,2,20,1978,12,DS,F,50.0,133.0
641,2,20,1978,15,DM,M,38.0,50.0
642,2,20,1978,1,DM,M,36.0,43.0
643,2,20,1978,15,DM,F,35.0,40.0
644,2,20,1978,18,DM,M,38.0,45.0
645,2,20,1978,12,DM,M,38.0,44.0
646,2,20,1978,18,NL,M,32.0,228.0
647,2,20,1978,1,DS,F,52.0,144.0
648,2,20,1978,16,DM,F,37.0,46.0
649,2,20,1978,16,DM,M,35.0,48.0
650,3,11,1978,2,PF,F,15.0,7.0
651,3,11,1978,20,DM,M,38.0,45.0
652,3,11,1978,2,PF,M,14.0,8.0
653,3,11,1978,22,DS,F,47.0,133.0
654,3,11,1978,22,DM,F,37.0,40.0
655,3,11,1978,3,NL,M,32.0,232.0
656,3,11,1978,9,DS,F,49.0,128.0
657,3,11,1978,2,DS,M,54.0,153.0
658,3,11,1978,3,OT,F,21.0,22.0
659,3,11,1978,20,OT,F,20.0,21.0
660,3,11,1978,2,DM,M,37.0,53.0
662,3,11,1978,13,PF,F,15.0,8.0
663,3,11,1978,2,OT,M,18.0,25.0
664,3,11,1978,2,DM,M,35.0,43.0
665,3,11,1978,20,DM,F,35.0,43.0
666,3,11,1978,13,OL,M,21.0,38.0
667,3,11,1978,20,DM,F,35.0,42.0
668,3,11,1978,3,OT,M,21.0,26.0
669,3,11,1978,9,DS,F,50.0,146.0
670,3,11,1978,2,OT,F,20.0,25.0
671,3,11,1978,2,PE,M,20.0,28.0
672,3,11,1978,3,PF,M,15.0,8.0
674,3,11,1978,20,DS,M,49.0,122.0
677,3,12,1978,5,DS,M,52.0,137.0
678,3,12,1978,4,DS,M,49.0,131.0
679,3,12,1978,5,DS,F,49.0,125.0
684,3,12,1978,4,DM,M,35.0,43.0
688,3,12,1978,4,DS,F,48.0,141.0
689,3,12,1978,11,DS,M,53.0,138.0
690,3,12,1978,11,DM,M,36.0,43.0
691,3,12,1978,4,DS,F,50.0,124.0
694,3,12,1978,11,DM,F,37.0,43.0
696,3,12,1978,5,DM,F,37.0,45.0
697,3,12,1978,11,DM,M,36.0,46.0
699,3,12,1978,5,DM,F,36.0,43.0
700,3,12,1978,5,DM,M,37.0,49.0
702,3,12,1978,5,DM,M,35.0,47.0
708,3,12,1978,5,OT,M,20.0,26.0
710,3,13,1978,8,DS,M,49.0,152.0
711,3,13,1978,18,DM,F,37.0,44.0
712,3,13,1978,15,DM,M,36.0,48.0
713,3,13,1978,8,OT,M,15.0,29.0
715,3,13,1978,18,DM,M,36.0,49.0
716,3,13,1978,15,DM,M,35.0,45.0
718,3,13,1978,8,DO,M,35.0,57.0
720,3,13,1978,8,DS,F,47.0,134.0
721,3,13,1978,1,DM,F,37.0,44.0
723,3,13,1978,8,OT,F,16.0,35.0
724,3,13,1978,15,DM,M,37.0,48.0
729,3,13,1978,15,DM,M,36.0,46.0
731,4,8,1978,2,DS,F,47.0,110.0
770,4,9,1978,4,DM,M,37.0,26.0
771,4,9,1978,4,DM,M,35.0,44.0
773,4,9,1978,5,DM,M,37.0,48.0
774,4,9,1978,5,DM,M,36.0,39.0
775,4,9,1978,5,DM,M,37.0,44.0
776,4,9,1978,5,DM,M,37.0,45.0
777,4,9,1978,8,OT,M,20.0,27.0
778,4,9,1978,8,DM,M,36.0,36.0
781,4,9,1978,11,DM,F,37.0,45.0
782,4,9,1978,11,DM,M,37.0,47.0
783,4,9,1978,14,DS,F,47.0,90.0
785,4,9,1978,17,DM,M,39.0,49.0
786,4,9,1978,11,DS,M,52.0,131.0
787,4,9,1978,5,DS,F,50.0,114.0
788,4,9,1978,17,DM,M,36.0,42.0
789,4,9,1978,8,DS,M,52.0,148.0
790,4,9,1978,5,DS,F,50.0,76.0
791,4,9,1978,5,DS,M,53.0,141.0
792,4,9,1978,17,DM,F,34.0,42.0
793,4,9,1978,4,DS,F,49.0,121.0
794,4,9,1978,11,DM,M,35.0,44.0
795,4,9,1978,17,DO,F,33.0,55.0
796,4,9,1978,4,DS,M,50.0,133.0
797,4,9,1978,17,DS,M,50.0,142.0
798,4,9,1978,8,DS,F,48.0,142.0
799,4,9,1978,11,DM,F,36.0,46.0
800,4,9,1978,5,DM,F,35.0,50.0
801,4,9,1978,14,DS,F,46.0,142.0
803,4,9,1978,4,DS,F,48.0,84.0
804,4,9,1978,4,DM,M,34.0,42.0
805,4,9,1978,17,DS,F,47.0,142.0
806,4,9,1978,4,DS,F,47.0,118.0
807,4,9,1978,17,DM,F,35.0,43.0
808,4,9,1978,11,DS,F,51.0,132.0
809,4,9,1978,11,DS,F,47.0,75.0
814,4,10,1978,1,DS,M,55.0,168.0
815,4,10,1978,1,DM,F,38.0,43.0
816,4,10,1978,18,DS,F,46.0,84.0
818,4,10,1978,1,DS,F,49.0,87.0
820,4,10,1978,18,DM,F,35.0,42.0
821,4,10,1978,16,DM,F,34.0,41.0
822,4,10,1978,1,DS,F,48.0,140.0
823,4,10,1978,18,DM,F,33.0,40.0
824,4,10,1978,12,DM,M,38.0,45.0
826,4,10,1978,16,OT,M,20.0,18.0
827,4,10,1978,15,DM,M,36.0,47.0
829,4,10,1978,1,DS,M,48.0,89.0
830,4,10,1978,18,DM,M,38.0,51.0
833,5,6,1978,2,PF,M,14.0,8.0
834,5,6,1978,22,DM,M,38.0,47.0
835,5,6,1978,2,DS,M,53.0,149.0
836,5,6,1978,9,DS,F,49.0,124.0
837,5,6,1978,6,DS,F,48.0,73.0
838,5,6,1978,2,DM,M,37.0,48.0
839,5,6,1978,9,DS,M,51.0,139.0
840,5,6,1978,6,DM,M,37.0,41.0
842,5,6,1978,2,DM,F,38.0,41.0
843,5,6,1978,22,DS,F,50.0,114.0
844,5,6,1978,9,DS,F,46.0,59.0
845,5,6,1978,2,NL,M,32.0,204.0
847,5,6,1978,20,DM,M,35.0,45.0
848,5,6,1978,22,NL,M,32.0,212.0
849,5,6,1978,2,DM,M,36.0,43.0
850,5,6,1978,22,DS,F,48.0,91.0
851,5,6,1978,9,DS,M,46.0,50.0
852,5,6,1978,13,DM,M,36.0,44.0
853,5,6,1978,9,DS,F,49.0,113.0
854,5,6,1978,9,DM,M,36.0,36.0
856,5,6,1978,9,DM,F,37.0,50.0
859,5,6,1978,21,OT,F,13.0,9.0
861,5,17,1978,21,OL,F,19.0,29.0
862,5,17,1978,5,DS,M,52.0,137.0
863,5,17,1978,5,DS,M,48.0,57.0
865,5,17,1978,20,DM,F,37.0,31.0
866,5,17,1978,12,DM,F,37.0,41.0
867,5,17,1978,6,DM,M,37.0,37.0
868,5,17,1978,6,DS,F,50.0,83.0
869,5,17,1978,20,NL,F,33.0,174.0
870,5,17,1978,22,DS,F,49.0,116.0
872,5,17,1978,20,DS,M,52.0,130.0
874,5,17,1978,20,DM,M,37.0,40.0
875,5,17,1978,5,NL,F,33.0,212.0
876,5,17,1978,6,DM,M,36.0,41.0
877,5,17,1978,12,DS,F,50.0,83.0
881,5,18,1978,18,DM,F,35.0,41.0
882,5,18,1978,11,DS,M,52.0,118.0
883,5,18,1978,17,PM,F,20.0,22.0
884,5,18,1978,18,DS,M,49.0,102.0
885,5,18,1978,11,DM,M,36.0,42.0
887,5,18,1978,11,DM,F,34.0,29.0
888,5,18,1978,17,DM,M,34.0,23.0
889,5,18,1978,18,DS,F,50.0,138.0
890,5,18,1978,17,DS,M,49.0,131.0
891,5,18,1978,17,DM,M,35.0,41.0
892,5,18,1978,17,DS,F,50.0,115.0
893,5,18,1978,14,DS,F,48.0,121.0
894,5,18,1978,17,DM,F,35.0,38.0
895,5,18,1978,4,DS,M,50.0,126.0
896,5,18,1978,4,DS,F,50.0,120.0
897,5,18,1978,11,PP,M,21.0,15.0
898,5,18,1978,11,DM,F,35.0,29.0
899,5,18,1978,18,DM,F,33.0,43.0
900,5,18,1978,15,DM,M,37.0,41.0
901,5,18,1978,4,DS,F,48.0,68.0
904,5,18,1978,11,DS,F,52.0,97.0
905,5,18,1978,17,DM,M,33.0,21.0
906,5,18,1978,11,DM,M,34.0,21.0
907,5,18,1978,14,DM,F,36.0,44.0
908,5,18,1978,17,DO,M,33.0,18.0
909,5,18,1978,4,DM,M,36.0,40.0
910,5,18,1978,17,DM,F,37.0,41.0
911,5,19,1978,9,DS,F,48.0,129.0
913,5,19,1978,1,DM,M,37.0,42.0
915,5,19,1978,13,OT,F,18.0,24.0
916,5,19,1978,8,DS,F,50.0,108.0
917,5,19,1978,1,DS,M,52.0,160.0
918,5,19,1978,2,OT,F,21.0,30.0
919,5,19,1978,8,DO,M,35.0,54.0
920,5,19,1978,8,PF,F,15.0,7.0
921,5,19,1978,8,DS,F,48.0,125.0
922,5,19,1978,1,DS,M,50.0,100.0
923,5,19,1978,1,DM,M,34.0,21.0
924,5,19,1978,2,DM,M,37.0,49.0
925,5,19,1978,9,DM,M,36.0,35.0
926,5,19,1978,1,DO,M,35.0,37.0
927,5,19,1978,9,DS,F,48.0,64.0
929,5,19,1978,1,DS,M,48.0,54.0
930,5,19,1978,2,DM,M,36.0,44.0
931,5,19,1978,9,DS,F,46.0,90.0
932,5,19,1978,1,DM,F,37.0,39.0
933,5,19,1978,2,PP,F,20.0,13.0
934,5,19,1978,2,DS,F,47.0,114.0
938,6,8,1978,20,DM,M,38.0,46.0
939,6,8,1978,8,DS,F,51.0,110.0
940,6,8,1978,11,DS,M,51.0,119.0
941,6,8,1978,17,DM,M,36.0,29.0
942,6,8,1978,20,DM,M,32.0,48.0
944,6,8,1978,9,DS,F,50.0,124.0
945,6,8,1978,12,DS,F,49.0,84.0
946,6,8,1978,11,DM,F,36.0,43.0
947,6,8,1978,17,DM,F,33.0,43.0
948,6,8,1978,9,DM,M,37.0,40.0
949,6,8,1978,22,DS,F,49.0,120.0
950,6,8,1978,8,DO,F,34.0,55.0
951,6,8,1978,17,OL,F,21.0,29.0
952,6,8,1978,20,DM,F,34.0,26.0
953,6,8,1978,12,DS,F,52.0,115.0
954,6,8,1978,22,DM,M,36.0,45.0
955,6,8,1978,9,DS,M,47.0,70.0
956,6,8,1978,17,DS,F,49.0,123.0
957,6,8,1978,12,DM,F,33.0,16.0
958,6,8,1978,20,DM,F,36.0,42.0
959,6,8,1978,8,DS,F,47.0,125.0
961,6,8,1978,8,DO,M,36.0,55.0
962,6,8,1978,22,DS,F,47.0,117.0
963,6,8,1978,17,DS,M,50.0,133.0
964,6,8,1978,9,DM,M,36.0,36.0
966,6,8,1978,17,DM,M,35.0,29.0
967,6,8,1978,22,DS,F,49.0,99.0
968,6,8,1978,22,PF,M,13.0,7.0
969,6,8,1978,21,PF,M,15.0,8.0
971,6,8,1978,17,NL,F,32.0,135.0
973,6,8,1978,9,DS,F,47.0,100.0
974,6,8,1978,11,DS,F,49.0,98.0
975,6,8,1978,17,DM,F,35.0,43.0
976,6,8,1978,8,PF,F,15.0,8.0
977,6,8,1978,17,DO,M,34.0,23.0
978,6,8,1978,21,OT,M,18.0,12.0
980,6,8,1978,20,DS,M,51.0,124.0
981,6,8,1978,11,PP,M,21.0,15.0
982,6,8,1978,12,DS,F,51.0,84.0
987,6,9,1978,6,DM,M,36.0,24.0
989,6,9,1978,4,DS,M,50.0,122.0
991,6,9,1978,13,PP,M,23.0,17.0
992,6,9,1978,14,DM,M,38.0,46.0
993,6,9,1978,2,DS,M,54.0,149.0
994,6,9,1978,18,DM,F,33.0,23.0
995,6,9,1978,2,PF,M,16.0,8.0
996,6,9,1978,18,DS,F,48.0,136.0
997,6,9,1978,18,DS,M,49.0,102.0
998,6,9,1978,14,DS,F,51.0,122.0
